Problem,HC,HCRR,SA
01-easy5 19.0,20.096774193548388,19.0,20.032258064516128
02-ulysses16 407.82547,426.7862170967742,478.4386196774194,462.4806864516128
03-fri26 937.0,1086.3225806451612,1622.8709677419354,1243.8709677419354
04-dantzig42 699.0,963.483870967742,2027.5483870967741,1399.1290322580646
05-att48 33551.0,47946.967741935485,105114.45161290323,47601.45161290323
