Problem,HC,HCRR,SA
01-easy5 19.0,0.023993838217950637,0.02333620286756946,0.030219762556014523
02-ulysses16 407.82547,0.02828924117549773,0.028385892991096742,0.03510981221352854
03-fri26 937.0,0.033036578086114696,0.033586494384273406,0.03959980318623205
04-dantzig42 699.0,0.04115414619445801,0.04144550138904202,0.04833595214351531
05-att48 33551.0,0.04290161594267814,0.04426793898305585,0.04992005901951944
