Problem                ,Average Fitness       ,Standard Deviation    ,Best Fitness         ,Worst Fitness ,Execution Time
01-easy5 19.0          ,   19.129032258064516 ,   0.4913402003783166 ,   19.0              ,      21.0    ,0.03723856710618542
02-ulysses16 407.82547 ,  418.67867645161294  ,  10.348126624629135  ,  404.12836999999996 ,     445.9055 ,0.15669513517810452
03-fri26 937.0         , 1011.7096774193549   ,  38.833136455773385  ,  955.0              ,    1098.0    ,0.19984195309300576
04-dantzig42 699.0     ,  831.5806451612904   ,  52.677211938828755  ,  722.0              ,     923.0    ,0.30012503747017155
05-att48 33551.0       ,40825.6129032258      ,1541.9117098990555    ,38082.0              ,   44698.0    ,0.3224775944986651
