Problem,Average Fitness,Standard Deviation,Best Fitness,Worst Fitness,Execution Time
01-easy5 19.0,19.0,0.0,19.0,19.0,0.028020212727208293
02-ulysses16 407.82547,413.57626806451606,6.112795680861903,401.36927999999995,430.09074999999996,0.3074472950350854
03-fri26 937.0,1183.5806451612902,30.856352086724314,1123.0,1235.0,0.4757696505515806
04-dantzig42 699.0,1263.0,47.09290748598849,1151.0,1360.0,0.8332929918842931
05-att48 33551.0,60184.16129032258,2139.463108665412,54686.0,64124.0,1.0530726448182137
