Problem,Average Fitness,Standard Deviation,Best Fitness,Worst Fitness,Execution Time
Sphere-lb:-5.12-up:5.12,11.385984724483464,1.9923412014180095,7.111940867237651,16.81048414436937,0.34759288449441234
Step-lb:-5.12-up:5.12,59.67741935483871,9.375283554504756,43.0,82.0,0.39080855154222055
Schwefel-1.2-lb:-100-up:100,40476.29411372627,5081.918420671993,29739.5054288212,51151.847041185574,3.7716407852788127
Ackley-lb:-32.768-up:32.768,19.03468918305635,1.1521308730227384,15.567575620663337,19.870286971358944,0.4611901467846286
Griewank-lb:-600-up:600,662.7404282920943,64.18068690836118,527.1231673961047,774.7399836678584,0.5431993392206007
Rastrigin-lb:-5.12-up:5.12,432.87230945585213,33.20999387347438,346.1167454784661,501.9444060380141,0.46540981723416236
