Problem;Average Fitness;Standard Deviation;Best Fitness;Worst Fitness;Execution Time
01-easy5 19.0;19,0;0,0;19,0;19,0;0,01864489
02-ulysses16 407.82547;405,09564452;5,38797871;395,55736;415,32424;0,91375173
03-fri26 937.0;1.066,67741935;27,78882010;997,0;1.117,0;1,74620897
04-dantzig42 699.0;1.152,29032258;43,31966219;1.064,0;1.243,0;1,79710157
05-att48 33551.0;53.275,64516129;1.882,34370980;47.660,0;55.692,0;1,88998566
