Problem,Average Fitness,Standard Deviation,Best Fitness,Worst Fitness,Average Execution Time,Execution Time
file:f1-size:10-opt:295.0,294.0,0.0,294.0,294.0,,0.6917303377582181
file:f2-size:20-opt:1024.0,1024.0,0.0,1024.0,1024.0,,0.0007322219110304309
file:f3-size:4-opt:35.0,35.0,0.0,35.0,35.0,,6.031990051269531e-05
file:f4-size:4-opt:23.0,20.64516129032258,1.492959543923372,22.0,19.0,,0.717920272581039
file:f5-size:15-opt:481.069368,446.28318977419354,17.0416773509481,481.06936800000005,437.9345069999999,,0.5164227947112052
file:f6-size:10-opt:52.0,52.0,0.0,52.0,52.0,,0.0001033890631891066
file:f7-size:7-opt:107.0,87.7741935483871,7.917761484806231,102.0,81.0,,0.7305746693764964
file:f8-size:23-opt:9767.0,9759.225806451614,4.323302780315179,9767.0,9754.0,,0.7966013185439571
file:f9-size:5-opt:130.0,130.0,0.0,130.0,130.0,,8.23697736186366e-05
file:f10-size:20-opt:1025.0,1025.0,0.0,1025.0,1025.0,,0.0008409484740226499
file:Knapsack1-size:30-opt:99798.0,99519.35483870968,346.08711828718623,99798.0,99084.0,,0.47345589822338474
file:Knapsack2-size:50-opt:142156.0,139078.96774193548,1113.9156302061128,141020.0,136883.0,,1.7314763761335803
file:Knapsack3-size:200-opt:100236.0,100102.64516129032,63.254503033430304,100236.0,100002.0,,0.9007842233104091
file:Knapsack4-size:400-opt:3967180.0,3951887.2580645164,4145.553420136949,3959174.0,3943233.0,,3.049622735669536
file:Knapsack5-size:1000-opt:109899.0,107320.83870967742,477.10268704486646,108602.0,106109.0,,1.0010871887207031
file:Knapsack6-size:10000-opt:1099893.0,1079916.9677419355,4007.724215319237,1087169.0,1073082.0,,2.320424618259553
