Problem,Average Fitness,Standard Deviation,Best Fitness,Worst Fitness,Average Execution Time,Execution Time
file:f1-size:10-opt:295.0,294.0,0.0,294.0,294.0,,0.9659729080815469
file:f2-size:20-opt:1024.0,1024.0,0.0,1024.0,1024.0,,0.004166910725255166
file:f3-size:4-opt:35.0,35.0,0.0,35.0,35.0,,9.277559095813382e-05
file:f4-size:4-opt:23.0,22.0,0.0,22.0,22.0,,0.9010392081352973
file:f5-size:15-opt:481.069368,481.06936799999994,2.2086264577958443e-13,481.06936800000005,481.06936799999914,,0.5998162838720507
file:f6-size:10-opt:52.0,52.0,0.0,52.0,52.0,,0.00015647949710969003
file:f7-size:7-opt:107.0,102.0,0.0,102.0,102.0,,0.9066812223003756
file:f8-size:23-opt:9767.0,9754.0,0.0,9754.0,9754.0,,0.8253555297851562
file:f9-size:5-opt:130.0,130.0,0.0,130.0,130.0,,0.00010383513665968372
file:f10-size:20-opt:1025.0,1025.0,0.0,1025.0,1025.0,,0.003648996353149414
file:Knapsack1-size:30-opt:99798.0,99521.6129032258,347.7794701150526,99798.0,99084.0,,0.39069661786479337
file:Knapsack2-size:50-opt:142156.0,139083.8064516129,1106.3133610607813,141111.0,136880.0,,0.8477683221140215
file:Knapsack3-size:200-opt:100236.0,100096.54838709677,52.01106501981398,100158.0,100002.0,,0.9605730579745385
file:Knapsack4-size:400-opt:3967180.0,3951796.35483871,4146.252412436787,3958821.0,3942863.0,,1.4078499732478973
file:Knapsack5-size:1000-opt:109899.0,105535.93548387097,627.7737899287769,106959.0,104030.0,,0.9989608718502906
file:Knapsack6-size:10000-opt:1099893.0,1073612.0,3904.767606979464,1080910.0,1064617.0,,4.109773697391633
