Problem                                 ,Execution Time HC      ,Execution Time HCRR    ,Execution Time SA      ,Execution Time GRASP
file:f1-size:10-opt:295.0               ,0.9791497722748788     ,0.9713138534176734     ,1.3235026482612855     ,0.9798637897737564
file:f2-size:20-opt:1024.0              ,0.0006300172498149257  ,0.0006317092526343561  ,0.0033250701042913623  ,0.000536141857024162
file:f3-size:4-opt:35.0                 ,7.397128689673639e-05  ,7.104873657226562e-05  ,0.00012523128140357233 ,4.087724993305821e-05
file:f4-size:4-opt:23.0                 ,0.9378967438974688     ,0.939715769983107      ,1.1791955347984069     ,0.96543518189461
file:f5-size:15-opt:481.069368          ,0.8266266545941753     ,0.19585167208025533    ,0.02525028874797206    ,0.014916066200502457
file:f6-size:10-opt:52.0                ,0.00011667128532163559 ,0.00011491775512695312 ,0.0001389211223971459  ,9.172193465694304e-05
file:f7-size:7-opt:107.0                ,0.8656934768922867     ,0.8147427728099208     ,1.1825791405093284     ,1.0887322656569942
file:f8-size:23-opt:9767.0              ,1.0800765099063996     ,0.6522403609368109     ,0.8477461799498527     ,0.31392053634889666
file:f9-size:5-opt:130.0                ,7.274073939169607e-05  ,7.078724522744455e-05  ,9.340624655446698e-05  ,5.380568965788811e-05
file:f10-size:20-opt:1025.0             ,0.0006152199160668158  ,0.0006236107118668095  ,0.002078410117856918   ,0.0005336115437169229
file:Knapsack1-size:30-opt:99798.0      ,0.718767766029604      ,0.07340956503345121    ,0.5343296681680987     ,0.07123711801344348
file:Knapsack2-size:50-opt:142156.0     ,1.6313611230542582     ,1.6757925018187492     ,1.3948087538442304     ,2.4497178216134348
file:Knapsack3-size:200-opt:100236.0    ,1.238505317318824      ,0.5691136621659801     ,1.2744035105551443     ,0.18394341007355722
file:Knapsack4-size:400-opt:3967180.0   ,7.151995543510683      ,6.996633129735147      ,2.460902390941497      ,23.6587452273215
file:Knapsack5-size:1000-opt:109899.0   ,1.5345089435577393     ,2.2366508437741186     ,1.8658782282183248     ,2.6010040929240565
file:Knapsack6-size:10000-opt:1099893.0 ,3.9474858391669487     ,16.137594161495084     ,5.482798045681369      ,20.179162656107255
